Item,Price,Rating,Number_of_reviews,Status,Image_link
ASUS Vivobook 16 inch WUXGA IPS Laptop Intel Core i7-1255U 16GB RAM 512GB SSD Black,499.$.00,4.6,212.0,,https://i5.walmartimages.com/asr/2ca09af0-253d-4c95-9ac1-3aa5a9ace260.0fb0c855cfe18be938c38174863f87ba.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Bose SoundLink Flex Wireless Waterproof Portable Bluetooth Speaker, Black",149.$.00,4.7,2418.0,,https://i5.walmartimages.com/seo/Bose-SoundLink-Flex-Wireless-Waterproof-Portable-Bluetooth-Speaker-Black_e3682e2c-1160-4a6b-b96a-50a7e8b8c045.23c03d5d3fdf6ae1aa19975a180fbf32.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
MSI Thin 15.6 inch 144Hz Gaming Laptop Intel Core i5-13420H NVIDIA GeForce RTX 3050 16GB DDR4 512GB SSD Gray (2024),699.$.00,4.6,43.0,,https://i5.walmartimages.com/asr/b4ba83e9-6ef4-4379-a217-25493e8aa7fa.ae034b2ba662a8d223f4cf38d2afbb2d.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
VIZIO 43 Class Full HD 1080p LED Smart TV (New) VFD43M-0804,168.$.00,4.4,167.0,,https://i5.walmartimages.com/asr/2700bac2-c3fb-4566-bdb5-62288c7dcb1f.4abec9d67eff5cf888d69fbefdcb81b0.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"VIZIO 40"" Class Full HD 1080p LED Smart TV (New) VFD40M-08",148.$.00,4.2,119.0,,https://i5.walmartimages.com/asr/24b60b5c-cdcb-445d-aa43-697acb108fa3.86166b3a3aacfebec76b558fb4be80fd.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
ASUS Zenbook 14 inch OLED WUXGA Touch Laptop AMD Ryzen 7-8840HS 16GB RAM 512GB SSD Jade Black,799.$.00,4.6,34.0,,https://i5.walmartimages.com/asr/0ff75495-29af-40cb-911d-1362535998ba.6749d98cef10f8509c64aa7701f646df.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
SAMSUNG 50 Class DU7200B Crystal UHD 4K Smart TV UN50DU7200BXZA 2024,348.$.00,4.6,201.0,,https://i5.walmartimages.com/asr/a10b1cec-7993-4c93-8714-1cf6072cd4e0.b5da59b7e8ca6f3e3cb35124aea124d0.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
SAMSUNG 43 Class DU7200B Crystal UHD 4K Smart TV UN43DU7200BXZA 2024,328.$.00,4.6,186.0,,https://i5.walmartimages.com/asr/891102a4-7ead-43bb-b972-cf8e6f8acbc2.7a23d9f97bf2e3859ce90ec27e06f838.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
SAMSUNG 85 Class QN85D NEO QLED 4K Smart TV QN85QN85DBFXZA 2024,"2,997.$.99",4.9,55.0,,https://i5.walmartimages.com/asr/933ec437-6800-446d-bf56-45d73eaf2f06.1fa9b8fa3127f1bd8f23af1befb98030.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
ASUS Vivobook S 15.6 inch 3K OLED 120Hz Laptop Intel Core Ultra 7-155H Intel Evo Edition 16GB RAM 1TB SSD Mist Blue,749.$.00,,,,https://i5.walmartimages.com/seo/ASUS-Vivobook-S-15-6-inch-3K-OLED-120Hz-Laptop-Intel-Core-Ultra-7-155H-Intel-Evo-Edition-16GB-RAM-1TB-SSD-Mist-Blue_5b4b21cc-25b1-460a-87f1-3161db54d290.9d0f5d51e687af9bdab83984fd5a4875.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 98"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024) 98Q651G","1,998.$.00",,,,https://i5.walmartimages.com/asr/42da96e8-e583-4b3a-a2e5-6d0fe6a7bb59.dedf4819c96261c90411efdc59acbd15.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
CyberPowerPC Gamer Xtreme Gaming Desktop Liquid Cooled Intel Core i7-14700KF NVIDIA GeForce RTX 4070 12GB 32GB DDR5 1TB SSD Black (2024),"1,499.$.00",4.6,22.0,,https://i5.walmartimages.com/asr/02dcd78a-f840-470a-8c74-9fa9ec2f6e61.fd86c1f5b9aeebc4a8c8e22365c84229.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
VIZIO 75 Class 4K UHD LED HDR Smart TV (New) V4K75M-08,598.$.00,4.3,56.0,,https://i5.walmartimages.com/asr/8a5debbd-ba86-4134-8a61-0416560dff67.7acf5ed8e633e891b91d60d5e46308e4.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 85"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  85Q651G",998.$.00,,,,https://i5.walmartimages.com/asr/1fecde3a-17df-4b89-8f6e-31eb89397832.8d927bc74ce3f680aae1c72c0160be3c.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Roku 65-Inch Select Series 4K HDR Smart Roku TV with Roku Enhanced Voice Remote, Brilliant 4K Picture, Automatic Brightness, & Seamless Streaming",398.$.00,4.3,154.0,,https://i5.walmartimages.com/asr/16249d82-37e9-4ec5-a85b-d8c37482b714.e73e33faabcb80f6cd95b6cc41c7a9f2.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
HP 23.8 inch Touch All-in-One Desktop Intel Core i3-1215U 8GB RAM 256GB SSD Starry White,549.$.00,,,,https://i5.walmartimages.com/asr/b870fda7-42a2-4966-8025-6c9ee4f53281.17b37a132053cf994ee6be73c106ccd5.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Bose Ultra Open Ear Headphones, Bluetooth Wireless Earbuds with Charging Case, Black",299.$.00,4.2,544.0,,https://i5.walmartimages.com/seo/Bose-Ultra-Open-Ear-Headphones-Bluetooth-Wireless-Earbuds-with-Charging-Case-Black_6294312a-1bec-4353-9bb7-835c17d3bc43.5d55c5d84d6ceaa6c08e3285096e644c.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"VIZIO 65"" Class Quantum 4K QLED HDR Smart TV (NEW) M65Q6-L4",498.$.00,4.3,1048.0,,https://i5.walmartimages.com/asr/57fcbede-a688-4445-80eb-d8efd175df74.1e89746d9fb65b520dd652284efdfe6a.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
ASUS ROG Strix G17 17.3 inch WQHD 240Hz Gaming Laptop AMD Ryzen 9-7845HX NVIDIA GeForce RTX 4060 16GB DDR5 1TB SSD Eclipse Gray (2023),"1,394.$.00",4.5,208.0,,https://i5.walmartimages.com/asr/8a5257b2-883c-477e-8142-35b46352f92a.0b55fb46033257cd57f4aada7acef161.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"onn. 7"" Tablet, 32GB, (2024 Model) - Indigo",59.$.00,4.5,124.0,,https://i5.walmartimages.com/seo/onn-7-Tablet-32GB-2024-Model-Indigo_27b2673d-0189-4e02-a605-7333f60f883b.9f9a06750a18701bb12dbad067226fce.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"LG 65"" Class 4K UHD OLED Web OS 24 Smart 120 Hz TV with Dolby Vision - OLED65C4PUA","2,096.$.99",,,,./index5_files/b664443e-9a8e-447f-b6c6-5a0171417438.d959dd3604a1b00d83307b56880e24b9.jpeg
AT&T Samsung Galaxy S24 Plus Marble Gray 256GB,23.$.59/month,4.0,1.0,,./index5_files/AT-T-Samsung-Galaxy-S24-Plus-Marble-Gray-256GB_c71f1ed5-791b-4a84-8d9e-63c41515564e.4c4f2a6ce20069a6cc244fe97a5e9551.jpeg
"Mobile Pixels Glance 15.6"" Full HD - 60 Hz - 16:9 Portable LCD Monitor",158.$.92,4.8,4.0,,./index5_files/66ad2078-6bb9-4559-b410-f26bbbbd9b95.316e78630f89fc38e1e4c0c9a1323f58.png
"TCL 75"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 75S551G",528.$.00,,,,./index5_files/2366829b-749b-4144-832a-1d4ff22b6026.2e53dc7e4b37d352d272acd2654b88be.jpeg
"TCL 55"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 55S551G",278.$.00,,,,./index5_files/4ce84c05-ee3b-4b1c-b43d-fb49744d9498.35917029709ea8b64b95e176865226b7.jpeg
Verizon Samsung Galaxy S24 Plus Gray 256GB,23.$.59/month,,,,./index5_files/Verizon-Samsung-Galaxy-S24-Plus-Gray-256GB_c71f1ed5-791b-4a84-8d9e-63c41515564e.4c4f2a6ce20069a6cc244fe97a5e9551.jpeg
"Roku 75-Inch Select Series 4K HDR Smart Roku TV with Roku Enhanced Voice Remote, Brilliant 4K Picture, Automatic Brightness, & Seamless Streaming",598.$.00,4.4,120.0,,./index5_files/f4851bf3-062b-4bda-b4a7-2568c181d3dc.1215a5d7b485fe97b22ba749b6ac79ce.jpeg
"Philips 70"" Class 4K Ultra HD (2160p) Google Smart LED Television (70PUL7553/F7)",498.$.00,4.8,897.0,,./index5_files/15b06ff0-5939-4859-bdf3-55aac4000088.c3ff915880297522f3440263c1955f99.jpeg
Verizon Samsung Galaxy S24 Black 128GB,19.$.42/month,,,,./index5_files/Verizon-Samsung-Galaxy-S24-Black-128GB_c508250a-2656-48b0-80c7-2c3ad2c7e944.c39aaf227fb4388cb42a061fee421b1b.jpeg
SAMSUNG 55 Class DU8000B Crystal UHD 4K Smart TV UN55DU8000BXZA 2024,528.$.00,4.5,87.0,,./index5_files/b8b5b43d-b631-4a88-a58a-ed5cbd9b3977.da6913d1c7355665dc77869f80b2e348.jpeg
SAMSUNG 85 Class QN800D Neo QLED 8K Smart TV QN85QN800DFXZA 2024,"5,797.$.99",5.0,30.0,,./index5_files/cf86930d-0946-42c3-80b9-d121c6c57efb.ac87267be8616be821745ba2cd55bd1f.jpeg
"Monster LED 13ft Multi-Color Color Flow Light Strip, Customizable, Indoor, Corded Electric",16.$.99,4.4,89.0,,./index5_files/23d1a3f1-b8c7-4593-bafb-7fddda46d8f5.4cdbce33509d9318a0ca71f0330dbd15.jpeg
"Mobile Pixels Glance Portable 15.6-In. 1080p Full HD OLED Monitor, 101-1012P01",283.$.45,,,,./index5_files/d16efbc7-fdd9-40a7-8d8b-ab75f5f73ea5.db13be17d4b020ce140aa4e2c669694e.jpeg
SAMSUNG 85 Class QN900D Neo QLED 8K Smart TV QN85QN900DFXZA 2024,"7,497.$.99",4.8,43.0,,./index5_files/354b10a8-b69f-4a3f-bed8-3e4089dcbde0.1e2fb49c2ec8669dccaf20ca67ad781e.jpeg
AT&T Samsung Galaxy S24 Onyx Black 128GB,19.$.42/month,,,,./index5_files/AT-T-Samsung-Galaxy-S24-Onyx-Black-128GB_c508250a-2656-48b0-80c7-2c3ad2c7e944.c39aaf227fb4388cb42a061fee421b1b.jpeg
"Logitech Wave Keys MK670 Wireless Keyboard and Mouse Combo for Windows/Mac with Integrated Palm-rest, Graphite",67.$.55,5.0,5.0,,./index5_files/439c18ee-9330-4e62-96f9-67bff759b01c.c2e765b389282161b1f5dd00e1de6afd.jpeg
"MP TRIO 2.0 13.3-In. 1080p Portable Laptop Monitors, 101-1003P04",384.$.19,,,,./index5_files/2bd33532-5833-4961-9f86-2d2f4db3bd2f.06484d0d1ba0a58c6cd41defd98a52c1.jpeg
SAMSUNG 65 Class QN900D Neo QLED 8K Smart TV QN65QN900DFXZA 2024,"4,797.$.99",4.9,42.0,,./index5_files/354b10a8-b69f-4a3f-bed8-3e4089dcbde0.1e2fb49c2ec8669dccaf20ca67ad781e.jpeg
"Straight Talk Apple iPhone 15 Pro, 256GB, Blue - Prepaid Smartphone","1,099.$.00",,,,./index5_files/c3cca415-412a-4670-97b1-764f2da40509.1772f29c3ca7b7c15ac1d8e01d6cd9a6.jpeg
SAMSUNG 65 Class QN800D Neo QLED 8K Smart TV QN65QN800DFXZA 2024,"3,297.$.99",5.0,30.0,,./index5_files/cf86930d-0946-42c3-80b9-d121c6c57efb.ac87267be8616be821745ba2cd55bd1f.jpeg
"ASUS ZenScreen 15.6"" Portable USB Type-C Monitor- FHD, IPS Panel, Compatible with USB Type-C and Type-A Sources, Flicker Free, Blue Light Filter, Kickstand Design - MB16ACV",209.$.00,4.6,11.0,,./index5_files/e4095dc2-47d7-4626-90f5-559632e273c9.fdbb62ca6c9d450c6812efe390ada081.jpeg
"Belkin USB C Hub, 11-in-1 Multi-Port Laptop Dock with 4K HDMI, DP, VGA, USB C Docking Station with 100W Power Delivery, USB A, Gigabit Ethernet, SD, MicroSD, 3.5mm Port For MacBook Pro, Air and More",119.$.99,4.2,56.0,,./index5_files/69e19b44-c4da-4a81-9da7-2056891cf170.4bc440249b074ff290f630f9c6bda3b2.jpeg
"Straight Talk Apple iPhone 15, 128GB, Yellow - Prepaid Smartphone",829.$.00,5.0,1.0,,./index5_files/330f7f9a-2b2c-4cdf-9746-d96a5d455211.b43f1a112efa664d81ab0318d37b848e.jpeg
SAMSUNG 55 Class S95D OLED Smart TV QN55S95DAFXZA 2024,"2,297.$.99",4.8,45.0,,./index5_files/64faa17b-7e12-40f4-a2f8-2ac42c21cc95.65a7141edfce8a36558f390a7ad3d08c.jpeg
"Mobile Pixels DUEX Max DS 14.1-In. IPS LCD Slide-out Display for Laptops, 101-1007P06",214.$.52,5.0,1.0,,./index5_files/14b3d95d-ebc3-4a97-b69d-120be09cbcb7.a3f425b9f8c3c836b7d4166c9d598a66.jpeg
"Vivitar RGB Neon Tube Wall Light with Remote, Light Reacts to Music, Tubes Allow Different Configurations",28.$.88,4.2,98.0,,./index5_files/124205a1-9e93-4eb2-85d7-4daa646708e7.2afacfc87110ef481a98f2e1b2a11e44.jpeg
SAMSUNG 85 Class QN90D Neo QLED 4K Smart TV QN85QN90DAFXZA 2024,"4,497.$.99",4.8,47.0,,./index5_files/a28f3fe2-f39d-411f-b5a8-6e3b189ad9d5.2ae44690fcb50f240fc38763b081ee69.jpeg
"Samsung Galaxy S24+ 256GB Unlocked Android Cell Phone with 50MP Camera, Marble Gray",999.$.99,4.8,811.0,,./index5_files/0baff90c-01ae-4485-ab85-f81ccca9f974.d0848585981ca88f555922e5a3a3ed8b.jpeg
"Mobile Pixels Fold 15.6-In. 1080p Monitor, Black, 101-1010P01",162.$.24,5.0,2.0,,./index5_files/e115f939-e428-485c-a835-c9b9c8097aa6.bdcff026aab08ebd92bb3031a1bb48d3.jpeg
"Belkin SoundForm Inspire Wireless Over-Ear Headset for Kids,Headphones for Girls and Boys, Online Learning, & Travel with Built-In Microphone-Compatible with iPhone, iPad, and More - Lavender",34.$.99,4.9,44.0,,./index5_files/d55f6f71-5372-45ab-973f-4c87139579b9.f9e6d63fa313879a142a7be4211e10dd.jpeg
SAMSUNG 65 Class QN85D NEO QLED 4K Smart TV QN65QN85DBFXZA 2024,"1,697.$.99",4.8,56.0,,./index5_files/933ec437-6800-446d-bf56-45d73eaf2f06.1fa9b8fa3127f1bd8f23af1befb98030.jpeg
"onn. 10.4"" Tablet Pro, 64GB (2023 Model) - Gray",129.$.00,4.4,443.0,,./index5_files/onn-10-4-Tablet-Pro-64GB-2023-Model-Gray_2238c925-2d77-44b0-9bfa-b8e1bd23c0e3.b419c5e2346570c6f6d1f94f44d1ea68.jpeg
SAMSUNG Portable SSD T7 1TB USB 3.2 External - Indigo Blue (MU-PC1T0H/AM),89.$.00,4.7,561.0,,./index5_files/049f7781-e9f4-483e-9000-d40722da3b37.8e8e77e6c0b21300684c67cc1c82aff9.jpeg
"Samsung Galaxy S24+ Plus Cell Phone, 256GB AI Unlocked Android Cell Phone, Onyx Black",999.$.99,4.8,803.0,,./index5_files/a29ac546-2e36-4bf3-bfff-898597e59212.4c355539c163ba09d0dfed955a26821b.jpeg
SAMSUNG 43 Class LS03D The Frame QLED HDR QN43LS03DAFXZA 2024,897.$.99,4.6,44.0,,./index5_files/96597279-fad3-4c71-912d-80f0ad6229ae.74f8762fdf2b675b319fbc29a9797dd0.jpeg
"Straight Talk Apple iPhone 15 Plus, 256GB, Green - Prepaid Smartphone","1,029.$.00",2.1,7.0,,./index5_files/8b2589ee-408b-4336-a4e3-998c6f47826d.d70e1d2b0e1c822cd8d1b8f6cfbc8cbe.jpeg
"Theragun Therabody SmartGoggles Bluetooth Heated Massaging Device for Sleep, Focus, and Stress, White",199.$.00,3.7,152.0,Out of stock,https://i5.walmartimages.com/asr/97e1387e-143c-49b8-b83c-f4332aa4e9b7.a56dc156099920e5fa6704c0e3e48527.png?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Straight Talk Apple iPhone 15 Pro, 128GB, Blue - Prepaid Smartphone",999.$.00,4.5,28.0,Out of stock,https://i5.walmartimages.com/asr/c3cca415-412a-4670-97b1-764f2da40509.1772f29c3ca7b7c15ac1d8e01d6cd9a6.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Merkury Innovations Smart RGB Strip Lights, 16ft, Sound-Sync",12.$.88,2.9,91.0,Out of stock,https://i5.walmartimages.com/asr/e19bf4f9-1205-491e-b445-7325c9391f65.a21bf1adb1aa4e6c04a639c65a758b62.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Monster LED 6.5ft Multi-Color Color Flow Light Strip, Indoor, Flash Mode Remote, Corded Electric",9.$.00,4.2,132.0,Out of stock,https://i5.walmartimages.com/asr/1286d28f-8af7-4eb3-939f-44fee3055e8a.541be0e9586fbeda63f31758467875df.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Microsoft Surface Laptop Copilot+ PC 13.8"" Touchscreen Snapdragon X Elite Processor 16GB RAM 512GB SSD (7th Edition) Graphite","1,399.$.99",,,Out of stock,https://i5.walmartimages.com/asr/d666e1a0-4ce0-431c-ab0d-182aabab423d.12a762b45ac91486edbe6a4cdf50dd7a.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 85"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 85S551G",798.$.00,,,Out of stock,https://i5.walmartimages.com/asr/4ab089af-800c-4a33-ba4f-2231b0e7cb43.8d0ac24476d5e2030c5c0f51028442bb.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
ASUS Vivobook Go 15.6 inch Laptop Intel Core i3-N305 8GB RAM 128GB UFS Cool Silver,279.$.00,5.0,3.0,Out of stock,https://i5.walmartimages.com/asr/6b48323a-d363-4d18-bc27-a0688440603f.904534b81c8e6f2b02647b0e2b0d60db.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 75"" S Class 4K UHD HDR LED Smart TV with Google TV (NEW 2024) - 75S551G",528.$.00,,,Out of stock,https://i5.walmartimages.com/asr/2366829b-749b-4144-832a-1d4ff22b6026.2e53dc7e4b37d352d272acd2654b88be.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
Logitech MX Mechanical Wireless Illuminated Performance Keyboard,132.$.97,2.0,4.0,Out of stock,https://i5.walmartimages.com/seo/Logitech-MX-Mechanical-Wireless-Illuminated-Performance-Keyboard_f1374237-9407-4e8e-9bae-bad881ca0a13.c6805d3d13ed1f1ed3c9637e4d36391d.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Microsoft Surface Laptop 7 13.8"" Touchscreen Laptop, Qualcomm Snapdragon X Plus X1P-64-100, 512GB SSD, Windows 11 Home","1,199.$.99",,,Out of stock,https://i5.walmartimages.com/asr/67e1fb41-684e-405d-8593-3c97a427ab66.900cc93a2e6aacffe254062223928a88.webp?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"TCL 43"" Q Class 4K UHD HDR QLED Smart TV with Google TV (NEW 2024)  43Q651G",278.$.00,5.0,1.0,Out of stock,https://i5.walmartimages.com/asr/97020acc-63ed-4737-9719-e7f7d8d1c069.cb07b77da7dd9118e6562fdcae94bda8.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"MSI Claw 7"" 120Hz FHD Handheld Touchscreen Gaming Console Intel Core Ultra 5-135H 16GB RAM 512GB SSD Intel Arc Graphics - Intel Core Ultra 5-135H Tetradeca-core - 120 Hz Refresh Rate - 1920 x 1080 ...",655.$.99,5.0,1.0,Out of stock,https://i5.walmartimages.com/seo/MSI-Claw-7-120Hz-FHD-Handheld-Touchscreen-Gaming-Console-Intel-Core-Ultra-5-135H-16GB-RAM-512GB-SSD-Arc-Graphics-Tetradeca-core-120-Hz-Refresh-Rate-1_3b386916-d709-4ef7-8f1a-affdc3815a40.84cf5b75b31e89b0483ed6d22edca061.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"Mobile Pixels DUEX Max DS 14.1-In. IPS LCD Slide-out Display for Laptops, 101-1007P06",214.$.52,5.0,1.0,Out of stock,https://i5.walmartimages.com/asr/14b3d95d-ebc3-4a97-b69d-120be09cbcb7.a3f425b9f8c3c836b7d4166c9d598a66.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
"New HP 17t-cn200 17.3"" HD High Performance Laptop(Intel Core i7-1255U, 16GB RAM, 1TB SSD, Intel Iris Xe,  Bluetooth, Windows 11 Pro) with Touchscreen,Silver",899.$.00,,,Out of stock,https://i5.walmartimages.com/seo/New-HP-17t-cn200-17-3-HD-High-Performance-Laptop-Intel-Core-i7-1255U-16GB-RAM-1TB-SSD-Intel-Iris-Xe-Bluetooth-Windows-11-Pro-Touchscreen-Silver_e03c863b-c63b-461d-8017-d9ad5b3e7d7a.fbda755ffe4f3c14360b085463e275a5.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF
